 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
35,2,30,366.265,175.654,0,2.332,1.299,2.116,3.788,7.315,0.023
36,2,31,366.002,175.497,0,1.597,1.533,2.868,5.894,13.011,0.041
37,2,32,366.529,175.760,0,1.980,1.287,2.093,3.765,7.371,0.031
38,3,0,408.613,182.574,0,1.809,1.512,2.872,6.095,14.072,0.021
39,3,1,409.254,182.075,0,1.745,1.461,2.687,5.493,12.186,0.035
40,3,2,409.226,181.859,0,2.004,1.371,2.375,4.550,9.433,0.055
41,3,3,409.202,181.372,0,1.714,1.447,2.591,5.109,10.852,0.045
42,4,0,342.048,185.427,0,1.717,1.421,2.541,5.053,10.930,0.084
43,4,1,341.431,185.315,0,1.618,1.396,2.402,4.542,9.255,0.093
44,5,0,361.560,219.972,0,1.182,1.403,2.479,4.833,10.172,0.126
45,5,1,360.052,219.688,0,1.255,1.441,2.658,5.481,12.299,0.048
46,5,2,360.905,220.220,0,1.583,1.416,2.497,4.857,10.194,0.080
47,6,0,310.413,236.503,0,1.678,1.437,2.586,5.160,11.153,0.065
48,6,1,310.029,236.036,0,1.516,1.517,2.919,6.263,14.581,0.027
49,6,2,309.637,236.862,0,1.870,1.419,2.558,5.173,11.463,0.072
50,6,3,309.906,236.745,0,2.066,1.575,3.080,6.682,15.655,0.020
51,6,4,309.699,236.968,0,1.869,1.555,3.059,6.725,16.048,0.019
52,6,5,309.700,237.397,0,2.451,1.411,2.516,5.019,10.958,0.018
53,6,6,310.347,236.764,0,2.691,1.515,2.838,5.867,13.079,0.019
54,6,7,309.850,236.806,0,2.358,1.593,3.155,6.920,16.362,0.022
55,6,8,309.509,237.249,0,2.552,1.394,2.396,4.513,9.133,0.030
56,6,9,309.530,237.184,0,1.957,1.488,2.776,5.784,13.137,0.016
57,6,10,309.956,236.804,0,2.155,1.493,2.798,5.832,13.191,0.025
58,6,11,309.692,239.390,0,1.930,1.561,3.027,6.524,15.233,0.037
59,6,12,309.704,236.082,0,1.256,1.494,2.896,6.361,15.307,0.021
60,6,13,309.726,236.818,0,1.497,1.487,2.808,5.952,13.776,0.024
61,6,14,309.628,236.784,0,1.836,1.529,2.957,6.396,15.036,0.024
62,6,15,309.592,236.741,0,1.968,1.440,2.584,5.137,11.064,0.037
63,6,16,310.874,235.417,0,1.672,1.398,2.482,4.927,10.695,0.111
64,6,17,310.466,235.937,0,1.632,1.301,2.186,4.128,8.611,0.108
65,6,18,310.057,235.720,0,1.697,1.462,2.681,5.478,12.174,0.054
66,6,19,309.525,235.859,0,1.447,1.472,2.707,5.550,12.384,0.056
67,7,0,459.804,240.558,0,1.991,1.258,2.019,3.603,7.044,0.040
68,7,1,459.571,240.709,0,1.992,1.283,2.095,3.813,7.613,0.057
69,7,2,459.413,240.331,0,1.773,1.164,1.746,2.873,5.115,0.019
70,7,3,459.708,240.890,0,1.590,1.353,2.315,4.405,9.153,0.046
71,7,4,464.012,240.383,0,2.557,1.495,2.814,5.934,13.653,0.022
72,7,5,463.407,240.427,0,2.449,1.610,3.169,6.881,16.065,0.015
73,7,6,464.086,240.596,0,1.944,1.314,2.235,4.287,9.091,0.045
74,7,7,464.609,240.217,0,1.872,1.298,2.132,3.879,7.684,0.046
75,8,0,337.323,241.471,0,1.297,1.377,2.384,4.559,9.423,0.155
76,8,1,335.582,241.649,0,1.189,1.321,2.176,3.914,7.539,0.103
77,9,0,464.711,241.636,0,1.691,1.305,2.184,4.116,8.582,0.070
78,9,1,464.724,242.000,0,1.651,1.207,1.881,3.244,6.096,0.019
79,9,2,464.353,242.355,0,1.455,1.249,1.989,3.484,6.600,0.057
80,10,0,442.481,242.558,0,1.295,1.407,2.487,4.873,10.354,0.146
81,10,1,441.996,242.696,0,1.549,1.405,2.483,4.841,10.182,0.096
82,10,2,442.273,241.314,0,1.559,1.415,2.502,4.885,10.300,0.083
83,10,3,442.458,240.536,0,1.884,1.298,2.117,3.775,7.223,0.067
84,10,4,442.834,239.337,0,1.749,1.312,2.143,3.840,7.413,0.056
85,10,5,442.448,238.986,0,1.587,1.419,2.521,4.946,10.482,0.095
86,11,0,296.264,243.527,0,1.242,1.282,2.104,3.829,7.601,0.052
87,11,1,295.817,242.561,0,1.023,1.251,1.990,3.493,6.656,0.058
88,11,2,295.254,242.272,0,1.010,1.184,1.797,3.057,5.814,0.019
89,11,3,295.350,242.795,0,1.185,1.228,1.984,3.631,7.424,0.078
90,11,4,296.042,243.269,0,1.408,1.355,2.325,4.410,9.048,0.140
91,12,0,299.053,255.278,0,1.238,1.383,2.429,4.774,10.283,0.154
92,12,1,298.963,254.376,0,1.746,1.321,2.217,4.124,8.342,0.069
93,12,2,299.623,253.867,0,1.511,1.368,2.343,4.413,8.942,0.111
94,13,0,274.264,262.018,0,2.164,1.411,2.470,4.756,9.861,0.025
95,13,1,274.562,262.391,0,1.289,1.293,2.129,3.852,7.508,0.074
96,13,2,274.415,262.364,0,1.440,1.266,2.053,3.704,7.322,0.074
97,13,3,274.351,261.755,0,1.369,1.291,2.092,3.729,7.182,0.088
98,13,4,274.843,260.914,0,1.233,1.403,2.542,5.175,11.538,0.101
99,13,5,274.673,261.917,0,1.158,1.332,2.271,4.353,9.208,0.104
100,14,0,460.708,267.983,0,2.063,1.554,2.995,6.357,14.488,0.024
101,14,1,463.027,266.824,0,1.529,1.319,2.267,4.399,9.424,0.098
102,14,2,463.120,266.182,0,1.325,1.416,2.539,5.042,10.842,0.041
103,14,3,464.854,266.902,0,1.304,1.465,2.771,5.849,13.397,0.045
104,14,4,464.236,267.013,0,1.537,1.293,2.177,4.127,8.621,0.106
105,14,5,465.083,266.079,0,1.198,1.424,2.623,5.411,12.175,0.054
106,14,6,465.066,266.170,0,1.561,1.386,2.438,4.755,10.060,0.151
107,14,7,464.011,266.855,0,1.329,1.260,2.031,3.613,6.966,0.041
108,15,0,163.378,303.432,0,1.995,1.265,2.015,3.514,6.593,0.040
109,15,1,162.939,303.646,0,1.844,1.373,2.385,4.608,9.695,0.077
110,15,2,163.254,303.753,0,1.585,1.464,2.693,5.539,12.436,0.053
111,15,3,162.951,303.566,0,1.390,1.390,2.472,4.927,10.751,0.115
112,15,4,163.549,303.518,0,2.522,1.352,2.273,4.206,8.417,0.025
113,15,5,162.892,303.475,0,1.903,1.392,2.472,4.941,10.873,0.048
114,15,6,163.265,303.956,0,1.583,1.383,2.403,4.598,9.471,0.149
115,15,7,163.236,305.108,0,2.041,1.371,2.364,4.507,9.306,0.041
116,15,8,162.843,304.569,0,1.678,1.502,2.841,5.995,13.746,0.030
117,15,9,162.213,304.335,0,1.949,1.334,2.244,4.176,8.444,0.061
118,15,10,162.617,304.407,0,1.390,1.286,2.069,3.648,6.934,0.094
119,15,11,162.688,304.657,0,1.982,1.418,2.493,4.816,10.009,0.055
120,15,12,162.949,304.406,0,1.293,1.385,2.473,4.958,10.879,0.170
121,15,13,162.660,304.383,0,1.963,1.343,2.256,4.177,8.377,0.054
122,15,14,162.747,303.694,0,1.335,1.354,2.300,4.332,8.871,0.130
123,15,15,162.567,303.410,0,1.121,1.287,2.127,3.957,8.165,0.071
124,15,16,162.711,303.485,0,1.797,1.390,2.401,4.593,9.543,0.086
125,15,17,163.034,304.433,0,1.512,1.252,1.996,3.486,6.536,0.024
126,15,18,162.949,304.343,0,2.027,1.360,2.315,4.352,8.862,0.051
127,15,19,162.675,303.664,0,2.028,1.386,2.393,4.563,9.418,0.057
128,15,20,162.662,303.424,0,1.391,1.415,2.525,5.037,10.983,0.114
129,15,21,163.110,303.341,0,1.651,1.344,2.281,4.300,8.839,0.072
130,15,22,163.128,303.743,0,1.576,1.292,2.105,3.771,7.296,0.076
131,15,23,163.197,303.960,0,1.770,1.354,2.310,4.344,8.817,0.070
132,15,24,163.133,304.415,0,1.847,1.481,2.729,5.561,12.236,0.037
133,15,25,162.766,304.038,0,2.359,1.387,2.418,4.640,9.601,0.020
134,15,26,162.829,303.773,0,2.395,1.357,2.318,4.373,8.927,0.031
135,15,27,162.899,303.604,0,2.195,1.405,2.496,4.945,10.680,0.036
136,15,28,162.804,303.219,0,2.434,1.373,2.372,4.552,9.506,0.026
137,15,29,162.816,303.234,0,1.938,1.342,2.246,4.133,8.211,0.050
138,15,30,164.269,302.707,0,1.348,1.355,2.309,4.341,8.824,0.161
139,16,0,202.813,317.614,0,1.782,1.299,2.127,3.844,7.530,0.039
140,16,1,202.539,318.173,0,2.079,1.304,2.144,3.891,7.653,0.045
141,16,2,203.005,318.279,0,1.747,1.434,2.582,5.165,11.216,0.062
142,16,3,202.794,317.945,0,1.901,1.470,2.711,5.528,12.170,0.029
143,16,4,202.888,316.710,0,2.371,1.385,2.399,4.573,9.388,0.022
144,16,5,202.690,316.397,0,2.477,1.359,2.306,4.303,8.652,0.017
145,16,6,202.393,316.492,0,2.294,1.292,2.110,3.779,7.287,0.024
146,16,7,202.174,316.864,0,2.020,1.327,2.247,4.231,8.684,0.042
147,16,8,202.266,315.757,0,2.434,1.282,2.082,3.731,7.253,0.022
148,16,9,202.641,315.550,0,2.410,1.307,2.148,3.879,7.558,0.019
149,16,10,202.732,315.526,0,2.366,1.281,2.066,3.670,7.060,0.018
150,16,11,202.938,315.693,0,2.902,1.359,2.326,4.411,9.089,0.019
151,16,12,203.159,315.659,0,1.897,1.248,1.969,3.415,6.404,0.020
152,16,13,203.026,315.740,0,1.648,1.329,2.247,4.200,8.500,0.056
153,16,14,202.727,316.281,0,1.926,1.303,2.150,3.902,7.645,0.082
154,16,15,202.834,315.286,0,1.972,1.372,2.356,4.480,9.261,0.063
155,16,16,203.458,314.832,0,1.901,1.305,2.141,3.861,7.516,0.038
156,16,17,202.920,315.099,0,2.493,1.364,2.359,4.545,9.557,0.019
157,16,18,203.016,314.554,0,2.141,1.299,2.142,3.900,7.684,0.061
158,16,19,203.404,313.836,0,2.055,1.368,2.343,4.415,8.959,0.047
159,16,20,203.438,313.995,0,2.432,1.271,2.067,3.740,7.407,0.021
160,16,21,203.498,314.291,0,2.819,1.268,2.011,3.487,6.486,0.016
161,16,22,203.545,314.257,0,2.329,1.271,2.049,3.634,6.964,0.020
162,16,23,203.331,314.054,0,1.948,1.351,2.302,4.336,8.856,0.068
163,16,24,202.717,315.027,0,1.923,1.427,2.572,5.153,11.214,0.052
164,16,25,202.916,315.675,0,2.547,1.310,2.177,4.009,8.022,0.023
165,16,26,202.876,315.518,0,2.238,1.327,2.224,4.117,8.262,0.031
166,16,27,202.706,314.509,0,2.568,1.309,2.144,3.857,7.488,0.017
167,16,28,203.183,313.934,0,2.899,1.391,2.412,4.602,9.457,0.019
168,16,29,203.196,314.740,0,3.129,1.292,2.108,3.783,7.325,0.014
169,16,30,203.307,313.886,0,2.445,1.286,2.076,3.675,6.996,0.023
170,16,31,202.755,314.374,0,1.703,1.469,2.703,5.505,12.118,0.039
171,16,32,202.818,313.927,0,1.795,1.403,2.463,4.776,10.010,0.100
172,16,33,203.198,314.143,0,2.105,1.354,2.306,4.337,8.825,0.027
173,16,34,203.026,313.769,0,2.827,1.435,2.587,5.181,11.260,0.017
174,16,35,202.623,314.666,0,2.339,1.316,2.174,3.946,7.731,0.030
175,16,36,202.908,313.963,0,1.509,1.398,2.495,4.949,10.656,0.110
176,16,37,203.387,313.128,0,2.116,1.296,2.104,3.738,7.132,0.053
177,16,38,203.311,312.664,0,2.662,1.295,2.096,3.702,6.993,0.017
178,16,39,203.373,312.452,0,2.370,1.303,2.125,3.781,7.192,0.046
179,16,40,203.500,312.181,0,1.184,1.397,2.475,4.860,10.342,0.085
180,16,41,203.929,311.848,0,1.558,1.330,2.256,4.269,8.838,0.076
181,16,42,203.207,311.592,0,1.584,1.323,2.245,4.281,9.011,0.066
182,16,43,203.441,312.129,0,1.593,1.442,2.626,5.326,11.740,0.077
183,16,44,203.085,313.961,0,1.733,1.422,2.549,5.094,11.096,0.041
184,16,45,202.760,314.408,0,1.601,1.269,2.020,3.517,6.573,0.035
185,16,46,202.842,314.171,0,1.107,1.293,2.168,4.092,8.543,0.096
186,16,47,202.873,314.581,0,1.884,1.315,2.206,4.113,8.364,0.046
187,16,48,203.075,314.422,0,2.073,1.316,2.204,4.094,8.282,0.045
188,16,49,202.867,313.604,0,1.962,1.302,2.146,3.925,7.829,0.051
189,16,50,203.084,313.469,0,2.197,1.281,2.056,3.622,6.891,0.045
190,16,51,202.350,314.144,0,2.438,1.288,2.079,3.665,6.921,0.026
191,16,52,202.260,314.304,0,2.329,1.287,2.085,3.697,7.046,0.026
192,16,53,202.474,314.331,0,1.826,1.247,1.964,3.406,6.410,0.031
193,16,54,202.688,315.432,0,2.234,1.347,2.283,4.273,8.659,0.031
194,16,55,202.924,315.865,0,2.258,1.329,2.228,4.131,8.307,0.023
195,16,56,202.643,315.175,0,2.526,1.324,2.186,3.953,7.684,0.023
196,16,57,202.382,315.797,0,1.931,1.300,2.121,3.800,7.345,0.058
197,16,58,202.373,315.884,0,2.812,1.346,2.266,4.201,8.418,0.020
198,16,59,202.360,315.473,0,2.780,1.374,2.398,4.684,10.043,0.036
199,16,60,202.339,315.874,0,2.726,1.396,2.442,4.718,9.857,0.037
200,16,61,202.070,316.465,0,2.913,1.352,2.283,4.234,8.461,0.019
201,16,62,201.856,316.724,0,3.219,1.349,2.284,4.258,8.576,0.031
202,16,63,201.982,316.764,0,2.818,1.356,2.313,4.345,8.792,0.033
203,16,64,202.325,316.443,0,2.449,1.374,2.357,4.450,9.062,0.023
204,16,65,201.828,317.165,0,2.670,1.382,2.395,4.593,9.551,0.017
205,16,66,201.364,317.700,0,2.321,1.315,2.143,3.808,7.236,0.041
206,16,67,202.003,317.474,0,2.850,1.310,2.168,3.995,8.057,0.033
207,16,68,202.009,316.874,0,2.740,1.363,2.343,4.454,9.171,0.058
208,16,69,202.120,317.028,0,2.359,1.378,2.414,4.706,9.987,0.030
209,16,70,201.412,316.519,0,1.861,1.278,2.064,3.655,6.961,0.025
210,16,71,201.705,316.092,0,1.856,1.376,2.383,4.570,9.509,0.057
211,16,72,201.441,316.376,0,2.719,1.310,2.140,3.810,7.254,0.016
212,16,73,201.192,316.869,0,2.140,1.351,2.294,4.284,8.621,0.037
213,16,74,201.353,316.048,0,3.169,1.342,2.264,4.207,8.451,0.019
214,16,75,201.517,315.939,0,2.682,1.326,2.209,4.063,8.093,0.018
215,16,76,201.520,315.267,0,2.138,1.311,2.170,3.985,7.978,0.049
216,16,77,201.748,315.287,0,2.995,1.289,2.081,3.677,6.973,0.018
217,16,78,201.673,315.642,0,2.530,1.299,2.101,3.712,7.024,0.019
218,16,79,201.803,315.722,0,2.330,1.272,2.044,3.615,6.920,0.022
219,16,80,201.473,315.725,0,2.681,1.297,2.107,3.734,7.078,0.027
220,16,81,201.324,316.267,0,2.346,1.288,2.078,3.658,6.898,0.019
221,16,82,201.479,316.229,0,2.659,1.313,2.156,3.874,7.467,0.016
222,16,83,201.448,316.125,0,2.729,1.277,2.054,3.635,6.957,0.020
223,16,84,201.611,316.352,0,2.655,1.323,2.198,4.001,7.820,0.021
224,16,85,201.359,317.604,0,2.479,1.353,2.288,4.243,8.453,0.045
225,16,86,201.250,317.946,0,2.731,1.353,2.313,4.393,9.084,0.021
226,16,87,201.278,318.580,0,2.540,1.379,2.344,4.339,8.562,0.016
227,16,88,201.278,317.387,0,1.235,1.350,2.305,4.354,8.927,0.085
228,17,0,240.335,317.276,0,2.363,1.406,2.483,4.894,10.538,0.034
229,17,1,239.943,317.781,0,2.593,1.644,3.311,7.342,17.449,0.018
230,17,2,240.801,317.573,0,2.601,1.373,2.359,4.485,9.264,0.020
231,17,3,240.660,317.683,0,2.920,1.471,2.697,5.497,12.170,0.019
232,17,4,241.338,317.510,0,3.018,1.478,2.697,5.425,11.751,0.019
233,17,5,240.876,317.388,0,2.684,1.446,2.605,5.199,11.242,0.016
234,17,6,240.510,317.588,0,2.975,1.407,2.497,4.950,10.731,0.019
235,17,7,240.724,317.181,0,2.921,1.525,2.912,6.193,14.279,0.016
236,17,8,239.498,318.042,0,1.837,1.607,3.161,6.823,15.751,0.021
237,17,9,241.377,316.381,0,2.029,1.675,3.407,7.583,18.013,0.017
238,17,10,242.345,316.394,0,1.653,1.436,2.583,5.136,11.035,0.107
239,17,11,239.028,318.167,0,2.019,1.574,3.096,6.750,15.854,0.030
240,17,12,239.790,317.735,0,2.029,1.597,3.135,6.771,15.693,0.017
241,18,0,154.297,318.353,0,2.166,1.342,2.235,4.060,7.877,0.021
242,18,1,153.898,317.153,0,1.848,1.382,2.428,4.739,10.054,0.071
243,18,2,153.796,316.487,0,2.040,1.366,2.320,4.327,8.692,0.049
244,18,3,154.066,316.351,0,1.943,1.311,2.174,3.968,7.816,0.083
245,18,4,153.893,316.165,0,2.126,1.439,2.601,5.201,11.246,0.024
246,18,5,153.859,317.180,0,1.419,1.399,2.434,4.649,9.552,0.105
247,18,6,154.511,317.729,0,1.554,1.346,2.283,4.301,8.834,0.157
248,18,7,153.972,318.414,0,1.438,1.405,2.538,5.115,11.215,0.150
249,18,8,153.706,318.467,0,1.324,1.389,2.386,4.487,9.055,0.106
250,18,9,154.109,318.470,0,1.586,1.369,2.383,4.599,9.620,0.106
251,18,10,154.534,318.255,0,1.976,1.300,2.106,3.721,7.037,0.024
252,18,11,154.427,318.754,0,2.198,1.360,2.335,4.454,9.269,0.040
253,18,12,153.995,317.633,0,1.908,1.337,2.273,4.318,8.994,0.029
254,18,13,154.411,318.490,0,1.890,1.342,2.249,4.138,8.195,0.054
255,18,14,154.368,317.755,0,1.609,1.407,2.516,5.036,11.033,0.101
256,18,15,154.754,317.050,0,1.592,1.352,2.318,4.398,9.032,0.122
257,18,16,154.302,317.871,0,1.488,1.299,2.140,3.910,7.780,0.076
258,18,17,154.652,318.373,0,1.662,1.321,2.191,3.996,7.861,0.108
259,18,18,155.105,318.717,0,1.537,1.281,2.078,3.702,7.112,0.037
260,18,19,154.213,318.529,0,1.957,1.392,2.404,4.546,9.224,0.061
261,18,20,154.121,318.651,0,2.306,1.354,2.297,4.283,8.594,0.045
262,18,21,153.921,318.118,0,2.370,1.384,2.403,4.617,9.619,0.025
263,18,22,153.907,318.561,0,1.870,1.344,2.255,4.165,8.304,0.024
264,18,23,153.959,318.266,0,1.519,1.399,2.462,4.784,10.043,0.193
265,18,24,153.961,317.041,0,2.069,1.450,2.660,5.422,11.990,0.027
266,18,25,153.596,316.924,0,1.589,1.321,2.218,4.144,8.461,0.058
267,18,26,154.192,316.413,0,2.022,1.349,2.273,4.219,8.462,0.040
268,18,27,153.314,314.799,0,1.595,1.473,2.730,5.633,12.624,0.035
269,18,28,152.821,313.461,0,2.278,1.292,2.098,3.740,7.184,0.020
270,18,29,152.376,312.715,0,1.907,1.302,2.165,4.012,8.147,0.044
271,18,30,152.454,311.926,0,1.892,1.382,2.422,4.717,9.991,0.056
272,18,31,152.299,311.668,0,2.078,1.281,2.065,3.664,7.034,0.020
273,18,32,152.578,312.700,0,1.508,1.409,2.503,4.920,10.474,0.081
274,18,33,152.501,313.124,0,1.569,1.278,2.071,3.713,7.252,0.044
275,18,34,152.483,312.120,0,2.212,1.311,2.169,3.956,7.808,0.034
276,18,35,152.485,312.407,0,1.713,1.354,2.278,4.196,8.294,0.069
277,18,36,152.224,312.801,0,2.187,1.355,2.316,4.392,9.060,0.035
278,18,37,152.280,311.896,0,1.983,1.412,2.500,4.887,10.320,0.042
279,18,38,152.141,311.437,0,1.660,1.325,2.234,4.196,8.613,0.124
280,18,39,152.341,311.577,0,1.908,1.284,2.074,3.679,7.042,0.033
281,18,40,151.831,311.232,0,2.002,1.287,2.076,3.689,7.101,0.027
282,18,41,152.372,311.790,0,2.116,1.313,2.177,3.987,7.918,0.053
283,18,42,152.832,312.661,0,1.779,1.263,2.015,3.537,6.714,0.046
284,18,43,152.485,312.166,0,1.633,1.225,1.896,3.210,5.848,0.026
285,18,44,152.662,312.511,0,1.874,1.279,2.049,3.601,6.820,0.056
286,18,45,152.242,312.752,0,1.983,1.353,2.315,4.389,9.023,0.071
287,18,46,152.585,310.977,0,1.376,1.296,2.112,3.767,7.202,0.103
288,18,47,152.883,310.992,0,2.137,1.375,2.403,4.673,9.900,0.031
289,18,48,152.699,310.794,0,1.807,1.374,2.369,4.502,9.241,0.052
290,18,49,152.294,311.425,0,1.189,1.274,2.118,3.987,8.348,0.087
291,18,50,152.419,311.149,0,2.298,1.293,2.095,3.719,7.095,0.045
292,18,51,152.638,311.733,0,1.868,1.334,2.234,4.123,8.238,0.085
293,18,52,152.836,311.826,0,1.548,1.340,2.272,4.266,8.701,0.050
294,18,53,152.899,311.828,0,1.575,1.392,2.454,4.802,10.208,0.111
295,18,54,152.421,312.303,0,1.776,1.341,2.238,4.073,7.920,0.082
296,18,55,153.121,312.607,0,1.720,1.324,2.208,4.062,8.094,0.100
297,18,56,152.410,311.771,0,1.706,1.351,2.307,4.364,8.965,0.091
298,18,57,152.117,310.654,0,1.891,1.289,2.089,3.725,7.170,0.057
299,18,58,152.246,309.513,0,1.441,1.362,2.334,4.444,9.207,0.090
300,18,59,151.958,309.092,0,1.343,1.422,2.562,5.156,11.321,0.075
301,18,60,151.601,308.647,0,1.754,1.385,2.420,4.686,9.848,0.052
302,18,61,151.481,308.237,0,1.254,1.421,2.515,4.877,10.138,0.108
303,18,62,151.038,308.158,0,1.666,1.453,2.623,5.215,11.165,0.094
304,18,63,150.717,308.127,0,1.510,1.357,2.311,4.339,8.802,0.139
305,18,64,150.890,308.296,0,2.087,1.327,2.215,4.081,8.142,0.042
306,18,65,151.083,308.097,0,1.828,1.417,2.495,4.831,10.063,0.059
307,18,66,150.660,308.013,0,1.488,1.329,2.227,4.111,8.203,0.072
308,18,67,150.643,308.255,0,1.641,1.400,2.466,4.827,10.273,0.137
309,18,68,150.144,307.321,0,1.159,1.242,1.976,3.514,6.894,0.065
310,18,69,149.959,306.494,0,1.643,1.350,2.283,4.231,8.417,0.097
311,19,0,177.399,318.002,0,1.259,1.336,2.311,4.501,9.664,0.115
312,19,1,177.506,317.707,0,1.484,1.289,2.094,3.764,7.371,0.046
313,19,2,177.715,317.714,0,1.542,1.359,2.317,4.387,9.057,0.107
314,19,3,177.391,318.084,0,1.971,1.323,2.217,4.106,8.237,0.077
315,19,4,176.593,318.382,0,1.539,1.318,2.181,3.989,7.921,0.108
316,19,5,177.109,317.619,0,1.207,1.357,2.367,4.653,10.081,0.105
317,19,6,176.702,317.463,0,1.263,1.420,2.532,5.013,10.796,0.106
318,19,7,177.306,317.181,0,1.715,1.361,2.316,4.329,8.699,0.136
319,19,8,176.902,316.877,0,1.958,1.378,2.407,4.681,9.921,0.053
320,19,9,177.050,316.927,0,1.720,1.406,2.517,5.040,11.030,0.047
321,19,10,176.959,316.777,0,1.725,1.353,2.348,4.551,9.641,0.070
322,19,11,176.492,316.383,0,2.076,1.263,2.007,3.508,6.630,0.026
323,19,12,176.014,316.404,0,2.110,1.338,2.281,4.332,8.981,0.021
324,19,13,176.275,315.893,0,1.528,1.412,2.497,4.888,10.374,0.118
325,19,14,176.175,316.099,0,1.971,1.328,2.248,4.251,8.815,0.073
326,19,15,176.534,316.500,0,1.603,1.282,2.059,3.609,6.777,0.058
327,19,16,175.978,316.220,0,1.803,1.408,2.505,4.965,10.728,0.093
328,19,17,176.346,317.051,0,2.282,1.356,2.320,4.400,9.079,0.024
329,19,18,175.856,316.845,0,1.973,1.473,2.687,5.397,11.670,0.056
330,19,19,176.141,317.618,0,1.842,1.427,2.556,5.099,11.083,0.058
331,19,20,176.475,317.194,0,1.674,1.308,2.131,3.803,7.290,0.062
332,19,21,178.030,317.510,0,1.339,1.395,2.463,4.832,10.305,0.106
333,19,22,178.305,317.195,0,1.634,1.360,2.326,4.415,9.122,0.129
334,19,23,178.102,318.381,0,1.654,1.378,2.377,4.545,9.442,0.136
335,19,24,178.645,317.952,0,1.282,1.388,2.416,4.653,9.697,0.118
336,19,25,177.302,317.410,0,1.581,1.292,2.112,3.838,7.637,0.042
337,19,26,175.165,315.924,0,1.778,1.386,2.461,4.880,10.554,0.091
338,19,27,174.716,315.755,0,1.825,1.432,2.562,5.064,10.802,0.049
339,19,28,174.155,316.035,0,1.737,1.446,2.599,5.131,10.871,0.049
340,19,29,173.417,316.840,0,2.403,1.378,2.373,4.522,9.343,0.030
341,19,30,174.636,315.675,0,1.714,1.398,2.446,4.756,10.073,0.073
342,19,31,175.445,316.128,0,1.895,1.385,2.431,4.754,10.137,0.036
343,19,32,175.197,315.876,0,1.751,1.408,2.476,4.811,10.106,0.096
344,19,33,175.104,315.486,0,2.255,1.373,2.376,4.554,9.470,0.025
345,19,34,174.646,315.929,0,1.830,1.388,2.421,4.706,9.984,0.065
346,19,35,174.202,316.504,0,2.438,1.437,2.588,5.181,11.265,0.016
347,19,36,175.748,316.598,0,2.301,1.340,2.233,4.078,7.995,0.037
348,19,37,174.363,316.319,0,1.586,1.327,2.222,4.120,8.308,0.111
