 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
65,7,35,270.768,194.052,0,2.544,1.391,2.430,4.695,9.807,0.065
66,7,36,271.268,194.217,0,2.703,1.359,2.300,4.268,8.499,0.061
67,7,37,271.728,194.836,0,2.667,1.364,2.315,4.313,8.644,0.060
68,7,38,271.127,194.591,0,2.563,1.335,2.246,4.181,8.452,0.040
69,7,39,270.528,193.615,0,2.348,1.341,2.234,4.074,7.986,0.056
70,7,40,270.781,194.141,0,2.736,1.440,2.579,5.090,10.840,0.042
71,7,41,271.306,194.224,0,2.331,1.288,2.079,3.664,6.918,0.058
72,7,42,270.891,193.814,0,2.702,1.402,2.453,4.730,9.842,0.037
73,7,43,271.283,193.637,0,2.092,1.283,2.072,3.669,6.997,0.045
74,7,44,271.644,194.202,0,2.167,1.333,2.228,4.098,8.134,0.092
75,7,45,271.687,194.046,0,2.620,1.327,2.212,4.069,8.111,0.031
76,7,46,271.617,194.371,0,2.756,1.320,2.180,3.955,7.737,0.031
77,7,47,271.642,194.769,0,2.582,1.318,2.198,4.042,8.039,0.051
78,7,48,271.628,194.453,0,2.133,1.276,2.041,3.566,6.675,0.071
79,7,49,271.114,194.284,0,2.465,1.342,2.284,4.317,8.891,0.063
80,7,50,270.885,194.870,0,2.819,1.377,2.396,4.625,9.696,0.030
81,7,51,271.038,194.785,0,2.425,1.381,2.401,4.630,9.698,0.103
82,7,52,271.270,194.496,0,2.911,1.302,2.118,3.768,7.202,0.031
83,7,53,271.521,194.713,0,3.266,1.319,2.171,3.910,7.557,0.032
84,7,54,271.404,194.848,0,2.829,1.393,2.416,4.620,9.554,0.070
85,7,55,271.613,194.350,0,2.161,1.367,2.320,4.319,8.646,0.118
86,7,56,271.286,194.382,0,2.409,1.296,2.136,3.904,7.776,0.051
87,7,57,270.981,194.552,0,2.507,1.328,2.233,4.150,8.376,0.067
88,7,58,271.418,195.117,0,2.469,1.333,2.237,4.159,8.410,0.114
89,7,59,270.979,194.859,0,2.564,1.399,2.454,4.749,9.913,0.078
90,7,60,270.329,194.192,0,2.963,1.402,2.483,4.870,10.355,0.032
91,7,61,269.518,193.430,0,2.242,1.366,2.324,4.341,8.734,0.062
92,7,62,269.503,193.485,0,2.499,1.336,2.247,4.175,8.421,0.074
93,7,63,269.609,192.559,0,3.073,1.361,2.310,4.303,8.631,0.049
94,7,64,269.666,192.601,0,3.242,1.358,2.288,4.222,8.361,0.031
95,7,65,270.126,192.646,0,2.761,1.337,2.269,4.281,8.809,0.035
96,7,66,269.688,192.846,0,2.759,1.359,2.323,4.395,9.027,0.049
97,7,67,269.616,193.034,0,2.682,1.350,2.310,4.393,9.105,0.036
98,7,68,269.709,192.919,0,2.674,1.350,2.299,4.339,8.899,0.054
99,7,69,269.857,192.695,0,2.975,1.288,2.086,3.691,6.992,0.029
100,7,70,269.929,192.724,0,2.949,1.337,2.255,4.212,8.536,0.097
101,7,71,269.975,192.725,0,3.005,1.424,2.516,4.894,10.242,0.039
102,7,72,269.712,193.660,0,1.965,1.335,2.253,4.232,8.693,0.129
103,7,73,269.824,193.453,0,2.138,1.359,2.272,4.150,8.124,0.108
104,7,74,269.570,193.436,0,1.646,1.351,2.286,4.254,8.531,0.125
105,7,75,269.994,194.236,0,2.165,1.460,2.677,5.448,12.013,0.036
106,7,76,269.725,193.700,0,2.060,1.431,2.540,4.969,10.489,0.088
107,7,77,269.575,193.685,0,2.133,1.450,2.595,5.103,10.778,0.072
108,7,78,269.490,194.187,0,2.285,1.462,2.659,5.355,11.688,0.087
109,7,79,269.310,194.309,0,1.748,1.377,2.351,4.380,8.715,0.094
110,7,80,269.487,194.235,0,2.358,1.490,2.735,5.524,12.004,0.039
111,8,0,217.790,206.416,0,2.015,1.477,2.706,5.485,12.023,0.072
112,8,1,216.873,208.530,0,1.812,1.487,2.757,5.664,12.580,0.079
113,9,0,290.720,238.575,0,2.141,1.500,2.795,5.766,12.853,0.062
114,9,1,290.591,238.434,0,3.139,1.389,2.418,4.658,9.727,0.079
115,9,2,290.591,238.432,0,3.157,1.333,2.241,4.162,8.381,0.060
116,9,3,290.961,238.305,0,2.881,1.566,3.054,6.612,15.461,0.043
117,9,4,290.500,239.175,0,2.805,1.568,3.041,6.504,14.943,0.036
118,9,5,291.229,239.252,0,2.456,1.559,3.003,6.401,14.705,0.037
119,9,6,291.297,239.263,0,2.966,1.537,2.918,6.114,13.787,0.037
120,9,7,291.264,239.042,0,2.628,1.554,2.998,6.394,14.683,0.038
121,9,8,291.180,239.023,0,2.774,1.517,2.867,6.003,13.552,0.033
122,9,9,290.671,238.453,0,3.380,1.584,3.090,6.649,15.391,0.033
123,9,10,291.332,238.679,0,2.967,1.412,2.537,5.096,11.183,0.045
124,9,11,290.622,238.645,0,3.204,1.602,3.169,6.922,16.266,0.037
125,9,12,291.207,238.811,0,2.986,1.584,3.102,6.713,15.639,0.033
126,9,13,291.789,239.340,0,2.880,1.420,2.516,4.923,10.403,0.032
127,9,14,291.159,238.607,0,3.314,1.584,3.073,6.564,15.055,0.042
128,9,15,292.261,239.971,0,1.693,1.426,2.574,5.164,11.246,0.138
129,9,16,291.998,239.535,0,1.926,1.502,2.826,5.892,13.247,0.055
130,9,17,292.307,240.004,0,1.578,1.373,2.411,4.743,10.226,0.080
131,10,0,192.211,246.307,0,1.838,1.388,2.421,4.669,9.747,0.134
132,10,1,191.963,246.746,0,1.572,1.394,2.454,4.797,10.186,0.094
133,11,0,203.727,288.396,0,1.512,1.226,1.917,3.290,6.108,0.063
134,11,1,203.834,288.463,0,1.723,1.363,2.344,4.466,9.223,0.122
135,11,2,203.884,288.279,0,1.506,1.282,2.101,3.813,7.521,0.151
136,12,0,168.541,289.568,0,2.339,1.348,2.291,4.316,8.850,0.049
137,12,1,169.086,289.828,0,2.476,1.367,2.360,4.505,9.303,0.120
138,12,2,168.748,290.161,0,2.102,1.393,2.429,4.691,9.822,0.091
139,12,3,169.438,290.333,0,2.436,1.331,2.225,4.091,8.121,0.083
140,12,4,169.380,291.323,0,2.206,1.302,2.127,3.809,7.342,0.116
141,12,5,169.862,291.486,0,2.107,1.287,2.077,3.670,6.965,0.043
142,12,6,170.327,292.162,0,1.926,1.304,2.121,3.762,7.140,0.061
143,12,7,169.985,292.639,0,2.046,1.393,2.449,4.781,10.146,0.067
144,12,8,170.507,292.438,0,2.894,1.314,2.175,3.975,7.877,0.047
145,12,9,170.385,292.100,0,2.070,1.445,2.616,5.226,11.250,0.107
146,12,10,170.141,291.872,0,2.605,1.393,2.446,4.776,10.159,0.051
147,12,11,170.720,291.714,0,2.425,1.312,2.156,3.879,7.486,0.049
148,12,12,170.139,292.077,0,2.248,1.421,2.508,4.875,10.207,0.076
149,12,13,170.329,291.817,0,2.154,1.476,2.714,5.515,12.102,0.037
150,12,14,170.526,291.777,0,2.388,1.325,2.212,4.086,8.204,0.088
151,12,15,170.618,291.983,0,1.924,1.439,2.610,5.258,11.492,0.161
152,12,16,170.758,292.592,0,2.512,1.453,2.593,5.086,10.721,0.048
153,12,17,170.580,292.555,0,2.077,1.413,2.462,4.705,9.670,0.070
154,13,0,219.570,297.184,0,1.574,1.331,2.245,4.221,8.686,0.107
155,13,1,219.383,297.634,0,2.031,1.417,2.490,4.806,9.966,0.046
156,13,2,219.208,297.650,0,1.658,1.383,2.415,4.709,10.061,0.158
157,13,3,218.223,297.604,0,2.304,1.421,2.515,4.929,10.475,0.050
158,13,4,217.411,296.877,0,1.988,1.532,2.908,6.093,13.746,0.070
159,13,5,217.281,297.574,0,2.480,1.412,2.461,4.691,9.572,0.047
160,13,6,217.323,298.376,0,2.357,1.383,2.396,4.584,9.486,0.113
161,13,7,217.422,298.198,0,2.557,1.383,2.385,4.540,9.343,0.084
162,13,8,218.121,298.176,0,2.314,1.475,2.719,5.536,12.157,0.047
163,13,9,217.219,298.335,0,2.056,1.430,2.541,4.966,10.436,0.128
164,13,10,217.490,297.938,0,2.203,1.366,2.363,4.523,9.374,0.064
165,13,11,216.927,297.509,0,2.765,1.388,2.394,4.543,9.302,0.047
166,13,12,217.509,298.137,0,2.190,1.418,2.541,5.082,11.097,0.092
167,13,13,217.629,298.497,0,1.986,1.535,2.890,5.973,13.249,0.032
168,13,14,218.138,297.808,0,2.438,1.386,2.407,4.623,9.616,0.052
169,13,15,217.742,297.595,0,2.194,1.484,2.703,5.429,11.759,0.061
170,13,16,217.163,298.073,0,2.539,1.409,2.486,4.846,10.211,0.050
171,13,17,217.540,297.656,0,1.901,1.378,2.388,4.577,9.504,0.145
172,13,18,217.428,296.686,0,1.775,1.305,2.133,3.826,7.389,0.138
173,14,0,155.867,305.155,0,1.795,1.368,2.367,4.530,9.381,0.142
174,14,1,156.149,305.292,0,1.702,1.403,2.497,4.972,10.823,0.168
175,15,0,302.399,314.694,0,1.867,1.337,2.242,4.155,8.359,0.136
176,15,1,302.964,314.461,0,1.862,1.336,2.256,4.205,8.477,0.127
177,15,2,302.570,314.218,0,1.746,1.356,2.314,4.348,8.812,0.161
178,15,3,302.026,314.152,0,3.311,1.415,2.518,4.978,10.689,0.043
179,15,4,301.991,314.372,0,2.200,1.366,2.346,4.460,9.197,0.091
180,15,5,301.806,314.098,0,2.097,1.384,2.404,4.611,9.566,0.074
181,15,6,301.741,314.758,0,2.320,1.387,2.417,4.664,9.773,0.118
182,15,7,301.769,314.119,0,1.970,1.326,2.214,4.084,8.163,0.103
183,15,8,300.905,314.132,0,2.160,1.410,2.484,4.831,10.154,0.056
184,15,9,302.011,313.704,0,1.696,1.439,2.598,5.195,11.251,0.121
185,15,10,301.561,313.851,0,1.647,1.388,2.411,4.610,9.507,0.093
186,16,0,154.140,316.245,0,2.509,1.343,2.266,4.215,8.471,0.043
187,16,1,153.791,316.804,0,2.448,1.338,2.230,4.068,7.952,0.091
188,16,2,153.943,317.382,0,2.021,1.269,2.038,3.601,6.872,0.090
189,16,3,153.618,316.839,0,2.077,1.334,2.242,4.168,8.413,0.078
190,16,4,153.780,316.836,0,2.044,1.388,2.413,4.628,9.583,0.067
191,16,5,153.900,316.961,0,1.845,1.386,2.435,4.736,9.981,0.163
192,17,0,136.873,356.736,0,2.806,1.378,2.367,4.482,9.164,0.035
193,17,1,137.332,357.269,0,2.505,1.362,2.292,4.218,8.317,0.120
194,17,2,137.221,356.632,0,2.574,1.330,2.213,4.020,7.819,0.040
195,17,3,137.109,356.898,0,1.821,1.429,2.582,5.198,11.372,0.117
196,17,4,137.494,356.566,0,2.370,1.319,2.161,3.856,7.342,0.135
197,17,5,138.001,356.663,0,2.057,1.359,2.329,4.409,9.027,0.073
198,17,6,137.641,356.740,0,2.383,1.341,2.229,4.037,7.806,0.103
199,17,7,138.408,357.491,0,1.828,1.415,2.507,4.907,10.394,0.088
200,17,8,138.775,357.154,0,2.547,1.370,2.346,4.425,9.002,0.044
201,17,9,138.626,357.171,0,2.467,1.330,2.240,4.161,8.353,0.034
202,17,10,138.455,356.571,0,3.018,1.362,2.314,4.312,8.629,0.036
203,17,11,138.360,356.429,0,2.195,1.360,2.292,4.222,8.327,0.074
204,17,12,138.169,356.382,0,2.780,1.303,2.136,3.848,7.473,0.034
205,17,13,138.233,356.372,0,2.808,1.352,2.297,4.306,8.724,0.033
206,17,14,138.119,356.174,0,2.826,1.398,2.448,4.739,9.931,0.066
207,17,15,137.696,356.308,0,2.084,1.341,2.232,4.058,7.889,0.109
208,17,16,138.671,356.233,0,3.163,1.353,2.307,4.341,8.836,0.030
209,17,17,139.352,355.746,0,3.029,1.342,2.241,4.104,8.081,0.032
210,17,18,139.985,355.217,0,2.519,1.416,2.498,4.871,10.282,0.041
211,17,19,140.099,355.439,0,2.739,1.409,2.464,4.749,9.872,0.044
212,17,20,140.428,355.581,0,2.739,1.319,2.168,3.891,7.479,0.065
213,17,21,141.594,355.476,0,2.799,1.293,2.097,3.733,7.165,0.039
214,17,22,142.112,354.810,0,2.217,1.363,2.342,4.437,9.077,0.100
215,17,23,141.922,355.505,0,2.193,1.343,2.257,4.185,8.395,0.098
216,17,24,141.815,355.384,0,2.856,1.332,2.218,4.069,8.076,0.036
217,17,25,141.925,355.260,0,2.521,1.427,2.534,4.970,10.535,0.047
218,17,26,142.028,355.282,0,2.369,1.328,2.224,4.129,8.339,0.082
219,17,27,142.416,354.242,0,2.547,1.258,1.994,3.459,6.459,0.040
220,17,28,142.238,354.579,0,2.091,1.392,2.446,4.782,10.180,0.190
221,17,29,141.750,354.260,0,2.216,1.373,2.363,4.501,9.306,0.095
222,17,30,141.651,354.683,0,1.893,1.354,2.283,4.217,8.358,0.239
223,18,0,203.052,367.570,0,1.590,1.323,2.209,4.089,8.223,0.116
224,18,1,203.379,367.568,0,1.226,1.223,1.921,3.337,6.319,0.046
225,18,2,203.163,367.308,0,1.298,1.184,1.792,2.998,5.502,0.043
226,19,1,288.813,256.585,0,1.925,1.320,2.208,4.091,8.235,0.104
227,19,2,288.907,256.674,0,1.530,1.320,2.240,4.257,8.898,0.185
228,20,1,122.457,388.917,0,1.686,1.415,2.527,5.042,10.997,0.155
229,20,2,122.201,388.323,0,1.883,1.428,2.528,4.935,10.404,0.054
230,20,3,121.795,388.275,0,2.009,1.365,2.356,4.510,9.393,0.090
231,21,2,132.740,5.272,0,1.447,1.320,2.232,4.234,8.849,0.130
232,21,3,132.279,5.203,0,1.625,1.327,2.215,4.055,7.977,0.157
233,22,2,46.676,16.469,0,1.557,1.317,2.206,4.104,8.327,0.194
234,22,3,47.524,16.702,0,1.914,1.335,2.249,4.178,8.385,0.111
235,22,4,47.908,17.463,0,1.841,1.277,2.069,3.688,7.101,0.071
236,22,5,47.777,17.294,0,1.652,1.334,2.260,4.273,8.841,0.148
237,22,6,47.737,17.581,0,2.346,1.333,2.218,4.063,8.050,0.107
238,23,2,33.043,134.803,0,2.297,1.384,2.392,4.548,9.319,0.053
239,23,3,32.414,134.859,0,1.768,1.471,2.726,5.623,12.600,0.137
240,23,4,32.267,134.390,0,2.357,1.306,2.132,3.798,7.244,0.134
241,24,2,245.195,143.208,0,1.895,1.305,2.174,4.029,8.165,0.073
242,24,3,245.210,143.346,0,1.846,1.357,2.317,4.407,9.157,0.108
243,24,4,245.380,143.428,0,1.754,1.240,1.936,3.304,6.069,0.081
244,24,5,245.590,143.878,0,1.711,1.363,2.304,4.276,8.526,0.154
245,25,2,240.298,256.799,0,1.539,1.254,1.981,3.425,6.366,0.110
246,25,3,240.377,256.978,0,1.629,1.314,2.181,4.029,8.147,0.155
247,25,4,240.321,256.814,0,2.155,1.283,2.071,3.676,7.045,0.084
248,25,5,240.135,256.706,0,1.585,1.382,2.408,4.668,9.850,0.128
249,25,6,240.029,256.405,0,1.702,1.365,2.345,4.449,9.123,0.150
250,26,3,160.248,44.563,0,1.477,1.295,2.144,3.952,7.970,0.107
251,26,4,160.834,44.052,0,1.482,1.329,2.234,4.165,8.441,0.084
252,27,3,119.259,61.581,0,1.512,1.342,2.271,4.252,8.637,0.103
253,27,4,119.674,62.023,0,1.847,1.382,2.402,4.627,9.660,0.070
254,27,5,119.591,61.635,0,1.591,1.281,2.062,3.653,7.011,0.063
255,28,3,153.448,80.965,0,1.397,1.251,1.991,3.465,6.472,0.069
256,28,4,153.820,79.886,0,1.658,1.323,2.215,4.117,8.348,0.125
257,29,3,206.421,282.549,0,1.542,1.253,1.978,3.411,6.313,0.075
258,29,4,206.975,282.868,0,1.253,1.238,1.985,3.542,6.912,0.036
259,30,3,156.152,304.327,0,1.914,1.460,2.664,5.386,11.781,0.097
260,30,4,156.247,304.250,0,1.542,1.351,2.273,4.180,8.239,0.121
261,30,5,156.230,304.515,0,1.888,1.261,2.060,3.801,7.810,0.052
262,30,6,156.334,304.339,0,2.239,1.354,2.295,4.287,8.653,0.111
263,30,7,156.378,303.730,0,2.617,1.354,2.312,4.370,8.963,0.093
264,30,8,156.354,304.171,0,1.872,1.446,2.598,5.146,10.995,0.117
265,30,9,156.203,303.235,0,1.617,1.355,2.290,4.262,8.569,0.138
266,31,4,223.394,102.709,0,1.695,1.323,2.173,3.899,7.497,0.104
267,31,5,223.676,102.784,0,1.830,1.351,2.288,4.257,8.521,0.110
268,31,6,223.486,103.454,0,1.511,1.252,1.995,3.535,6.865,0.065
269,31,7,223.388,103.084,0,2.121,1.355,2.304,4.332,8.834,0.066
270,31,8,222.919,102.828,0,1.967,1.396,2.459,4.804,10.183,0.118
271,31,9,222.924,102.522,0,1.972,1.400,2.480,4.896,10.534,0.118
272,31,10,222.640,102.756,0,1.916,1.329,2.219,4.078,8.078,0.083
273,31,11,222.470,102.234,0,1.859,1.280,2.104,3.861,7.787,0.128
274,31,12,221.781,102.592,0,2.001,1.312,2.182,4.008,7.977,0.124
275,32,4,10.900,114.720,0,2.502,1.389,2.405,4.579,9.391,0.040
276,32,5,10.942,114.763,0,1.861,1.437,2.599,5.201,11.258,0.122
277,32,6,11.258,115.644,0,2.094,1.460,2.609,5.122,10.821,0.078
278,32,7,12.007,114.833,0,2.621,1.449,2.631,5.279,11.431,0.056
279,32,8,11.974,114.227,0,1.669,1.295,2.159,4.018,8.204,0.101
280,32,9,12.410,113.805,0,1.723,1.394,2.435,4.694,9.770,0.173
281,32,10,12.359,114.077,0,1.765,1.377,2.391,4.595,9.578,0.127
282,32,11,11.015,114.575,0,1.861,1.459,2.647,5.280,11.318,0.072
283,32,12,10.959,114.582,0,1.910,1.443,2.579,5.066,10.699,0.058
284,32,13,10.203,115.436,0,2.048,1.428,2.549,5.039,10.792,0.081
285,33,4,203.496,288.315,0,1.747,1.246,1.976,3.438,6.450,0.089
286,33,5,203.660,288.678,0,2.384,1.259,2.011,3.545,6.790,0.038
287,33,6,203.395,288.678,0,2.153,1.306,2.164,3.992,8.059,0.060
288,33,7,203.887,288.641,0,1.755,1.285,2.085,3.717,7.149,0.086
289,33,8,203.359,288.813,0,2.033,1.291,2.101,3.737,7.110,0.062
290,33,9,202.724,289.052,0,2.144,1.401,2.460,4.762,9.946,0.086
291,33,10,202.833,289.326,0,1.826,1.360,2.362,4.582,9.723,0.127
292,34,4,260.098,306.893,0,2.224,1.399,2.425,4.600,9.351,0.074
293,34,5,259.982,306.664,0,1.781,1.414,2.551,5.126,11.213,0.141
294,34,6,260.376,306.409,0,2.599,1.319,2.195,4.038,8.067,0.042
295,34,7,260.090,306.318,0,1.799,1.435,2.617,5.330,11.825,0.066
296,34,8,258.990,306.601,0,1.643,1.361,2.395,4.734,10.264,0.111
297,34,9,259.341,305.645,0,1.944,1.434,2.602,5.282,11.707,0.097
298,34,10,259.295,306.291,0,1.410,1.344,2.351,4.634,10.069,0.098
299,34,11,259.224,306.641,0,1.949,1.321,2.206,4.065,8.104,0.114
300,34,12,259.967,306.263,0,1.720,1.380,2.406,4.635,9.655,0.086
301,34,13,259.561,306.378,0,1.421,1.305,2.189,4.121,8.567,0.072
302,34,14,259.993,306.487,0,1.614,1.371,2.388,4.612,9.664,0.158
303,34,15,259.671,306.472,0,1.474,1.298,2.151,3.973,8.054,0.075
304,34,16,259.237,306.490,0,2.071,1.302,2.132,3.841,7.472,0.084
305,34,17,259.498,306.130,0,1.884,1.307,2.159,3.956,7.905,0.145
306,34,18,259.373,306.350,0,1.886,1.267,2.020,3.529,6.631,0.052
307,34,19,260.058,306.023,0,1.966,1.422,2.540,5.030,10.783,0.094
308,34,20,260.249,306.125,0,1.522,1.338,2.253,4.195,8.469,0.126
309,34,21,260.507,305.715,0,1.944,1.362,2.288,4.193,8.208,0.084
310,34,22,260.821,305.605,0,1.805,1.373,2.364,4.501,9.279,0.163
311,34,23,260.237,305.492,0,1.462,1.311,2.193,4.099,8.417,0.129
312,35,5,134.059,23.740,0,2.284,1.397,2.453,4.770,10.052,0.049
313,35,6,134.030,23.693,0,1.701,1.390,2.435,4.723,9.921,0.154
314,35,7,134.116,23.758,0,1.640,1.412,2.499,4.885,10.311,0.066
315,35,8,134.319,23.717,0,2.332,1.377,2.378,4.539,9.386,0.056
316,35,9,134.197,23.674,0,1.897,1.343,2.258,4.190,8.425,0.114
317,35,10,133.650,23.667,0,2.237,1.322,2.180,3.953,7.745,0.048
318,36,5,280.173,347.334,0,1.735,1.502,2.869,6.163,14.475,0.042
319,36,6,279.825,347.862,0,1.938,1.452,2.638,5.327,11.684,0.081
320,36,7,279.507,347.907,0,2.045,1.517,2.835,5.826,12.857,0.059
321,37,5,121.849,388.154,0,1.898,1.430,2.543,4.989,10.562,0.133
322,37,6,121.927,389.240,0,2.016,1.460,2.651,5.321,11.543,0.095
323,38,6,132.376,38.377,0,1.497,1.298,2.124,3.814,7.373,0.099
324,38,7,132.312,39.201,0,1.546,1.291,2.099,3.759,7.278,0.066
325,39,6,115.294,122.061,0,1.790,1.391,2.413,4.621,9.563,0.140
326,39,7,115.995,122.150,0,1.504,1.353,2.316,4.402,9.088,0.109
327,40,6,287.831,237.479,0,2.443,1.641,3.395,7.802,19.298,0.037
328,40,7,288.678,237.655,0,3.114,1.607,3.175,6.917,16.184,0.037
329,41,6,202.909,368.357,0,1.955,1.509,2.844,5.941,13.400,0.047
330,41,7,202.370,367.120,0,2.700,1.485,2.731,5.532,12.058,0.054
331,41,8,202.434,367.192,0,2.389,1.432,2.557,5.037,10.702,0.049
332,41,9,202.408,366.990,0,2.694,1.437,2.589,5.161,11.128,0.064
333,41,10,202.624,367.005,0,2.851,1.458,2.648,5.299,11.424,0.043
334,41,11,202.102,366.773,0,2.249,1.396,2.440,4.713,9.861,0.071
335,41,12,201.173,366.078,0,2.119,1.436,2.598,5.218,11.367,0.076
336,41,13,199.374,365.442,0,2.001,1.410,2.482,4.839,10.228,0.116
337,42,7,154.577,79.410,0,1.562,1.337,2.264,4.240,8.611,0.135
338,42,8,154.220,79.655,0,1.861,1.361,2.331,4.408,9.020,0.096
339,43,7,32.728,134.731,0,2.325,1.392,2.437,4.728,9.946,0.043
340,43,8,33.246,135.140,0,1.947,1.424,2.553,5.101,11.111,0.138
341,43,9,33.235,133.995,0,1.952,1.376,2.380,4.533,9.307,0.110
342,43,10,32.681,134.492,0,2.726,1.351,2.283,4.241,8.498,0.055
343,43,11,32.596,134.820,0,2.644,1.423,2.516,4.897,10.272,0.047
344,43,12,32.644,134.678,0,2.342,1.309,2.170,3.973,7.888,0.052
345,43,13,32.662,135.561,0,2.500,1.306,2.150,3.885,7.568,0.036
346,43,14,33.023,135.499,0,2.975,1.357,2.313,4.352,8.871,0.048
347,43,15,33.139,135.502,0,2.141,1.368,2.331,4.376,8.859,0.115
348,43,16,33.074,134.372,0,2.475,1.343,2.272,4.254,8.653,0.034
