track_id,condition,D_fit,alpha_fit,r2_fit
16,WT,0.3566323261845361,1.3114068244124837,0.9760521096818148
47,WT,0.0638678398965578,1.0284133987813886,0.8245135342316001
53,WT,0.0758267314501735,0.9269200128981012,0.8739891169014737
72,WT,0.0306465227638305,0.4432929696264729,0.3784444979887825
77,WT,0.001777608974842,0.007965321233825,0.0006264016756435
85,WT,0.0023909827097753,0.0770680103274654,0.1228431036743926
91,WT,0.2084250851322865,1.1351192682311997,0.9905045486109104
92,WT,0.0022220008040427,1.6520208344560303e-11,-3.275157922644212e-12
95,WT,0.0128382625555767,0.2257043063669683,0.1683868279574312
96,WT,1.5600468521421218,1.1507827589215072,0.9971610575636274
99,WT,0.0250604558221342,0.5579976499017084,0.8062071099884854
103,WT,0.5172790274419774,1.2587861315737137,0.9686451240820146
106,WT,0.0038395815860924,0.2001515095869282,0.1883765840490691
113,WT,0.0031236238220965,0.2068057966266666,0.6710247677273135
131,WT,0.0019181672457177,0.1092475827190128,0.1203793760063943
134,WT,0.0070627911820571,0.4084063064961594,0.9366511499691844
135,WT,0.0167538242655444,0.6121256905768232,0.866570621014275
161,WT,0.0785839095834476,0.8728152097759496,0.9891353161002752
181,WT,0.005535713468478,0.3563422049243983,0.8539907085457636
186,WT,0.0407771488075271,0.7879540784207614,0.9656225311574284
190,WT,0.0562879595385308,0.9294408310898544,0.9853994860925388
192,WT,0.0155173869740955,0.4629490461785097,0.9730831832913772
207,WT,0.5066207286538345,1.235149137348701,0.9875203180861838
237,WT,0.0514222403233833,0.9397071832141324,0.9993727330673348
243,WT,0.002032701153944,0.0839452728533509,0.0524131284299002
244,WT,0.0162531378137162,0.5460585285334576,0.8707706741456458
260,WT,0.7794934901641295,1.413683141305399,0.9889275671502472
263,WT,0.0015633305158243,0.0428158795266073,0.0176741434202356
270,WT,0.0011711928461661,7.141303712467693e-11,-5.83255665986826e-11
278,WT,0.6078002676956747,1.3846775104296387,0.9892054429439832
279,WT,0.0010587395576065,0.002621657976147,0.0001701377263653
295,WT,0.1658377563419285,0.9923677894255556,0.9886384774724024
306,WT,0.8231724425206495,1.6217738986421169,0.9856078691679416
311,WT,0.0071280236592747,0.1161370611919379,0.0368981693267838
313,WT,0.0014740143392723,0.008648306739843,0.001264545703115
321,WT,0.0078109442100813,0.1756741955587946,0.1188116330545342
330,WT,0.0091725883430672,0.4595963369362761,0.8686999700729452
339,WT,0.3779022680965479,1.1563242643025229,0.9921075999377766
342,WT,0.002891678948921,0.172137442520802,0.2393154083071715
357,WT,0.0016660689427554,0.1463266898385276,0.15354970023931
366,WT,0.0365282470764988,0.676539284014743,0.7884112033599233
374,WT,0.0424274985215122,0.8161722278056796,0.9729788395818488
395,WT,0.0467955923845853,0.8864378231435048,0.9871586018059704
398,WT,0.0014795981466095,8.161549600409083e-15,-5.9952043329758445e-15
403,WT,0.0737842895213322,0.9533523799330552,0.9259179504850756
410,WT,1.618158680794745,1.7756229420379583,0.9989887336338722
411,WT,0.1541128096715482,0.8987698054696839,0.9927395550193208
420,WT,0.0042088084684542,0.417830233831248,0.7935851625103115
436,WT,0.0167842681764436,0.6280949496371077,0.9344379216189944
437,WT,0.0050154437295633,0.2018918780958363,0.7253828286271966
445,WT,0.0920047781100822,0.8842754380686394,0.9330854692900732
455,WT,0.0136640326985289,0.3275653517320834,0.3925806666865948
475,WT,0.1547442780332065,0.6310790867494114,0.7534454849587204
484,WT,0.0033211235605837,0.0964272315946548,0.1221840811302256
488,WT,0.0017318788430767,0.0878266828948033,0.0263055949399035
518,WT,0.0468955710075109,0.7044510583910862,0.8970412119055995
521,WT,0.0022386904196075,0.0330567447661865,0.0093262248672417
542,WT,0.077316486833603,0.8474332316619115,0.8812909312146469
543,WT,0.0820153557752103,0.6196395965522091,0.7605174302716625
551,WT,0.0119228681971563,0.4255233629610691,0.7815352601162199
552,WT,0.0047923442485984,0.1635995309958492,0.2936523956556883
561,WT,0.0035395218639952,0.27377417307163,0.7864759525754541
563,WT,0.6124351642998049,1.5367409319653935,0.9624701540026
6,WT,0.0220536891422414,0.6594344376901863,0.9693899526851294
19,WT,0.0654729215493262,0.7717504032599091,0.7724135580147419
20,WT,0.4573657305163801,1.272514065302352,0.9360193617640516
30,WT,0.0018812447259753,0.2283785784542477,0.9393461564773568
33,WT,0.0027468023679674,0.0990162671562717,0.0505323768643131
51,WT,0.0045050277392283,0.1018692159518134,0.1117781682694132
53,WT,0.007922389202641,0.388693545167567,0.4762037076213907
112,WT,1.1674735667955338,1.3358071508310825,0.9956813723308924
125,WT,1.6071401897095663,1.1516797752417298,0.96243775726712
126,WT,0.0011640367587218,0.2297421272237161,0.6883968220991601
130,WT,0.0085775875821549,2.7373735060145413e-14,-1.8207657603852567e-14
137,WT,0.0032729848656644,0.0411402782293936,0.0065927202076134
139,WT,0.0654645927423315,0.6584509572051086,0.9427317797399762
167,WT,0.0198841710039532,0.1493419007895003,0.1070818659375931
173,WT,0.0028461506010443,0.0691664231285815,0.0446012941831693
190,WT,0.3321353855298252,1.220586494691055,0.9996095037712828
195,WT,0.0135317919857975,0.2380458096508627,0.5390512646121737
208,WT,0.0058663011483391,0.4789315270043409,0.7279198340230553
241,WT,0.0074523704650786,0.47225979100806,0.7032047976765046
250,WT,0.0182991682532653,0.5207317090855001,0.7343249083076706
262,WT,0.3571827440872334,1.4810841961330166,0.7927456909818058
266,WT,0.1939605347698031,0.730009188359302,0.7813243551299385
272,WT,0.0321651432550717,0.6486299841581992,0.5540050631801282
278,WT,0.0775697541825131,0.8306285749144792,0.9877136716521968
279,WT,0.017897020734941,0.4435626609893721,0.953290734248307
280,WT,0.0967475279075095,0.9049255746580476,0.9816541772765291
281,WT,0.0048698351692561,0.1071443248264685,0.2083203063679469
282,WT,0.1142480960653092,0.98920584986251,0.9908284117117132
304,WT,0.2950177442157222,1.1966956111690177,0.9842656608039584
306,WT,0.0072551139793819,0.2715399542186449,0.6990793403686855
351,WT,0.3472240208410848,1.1714139191940405,0.6066073660904208
365,WT,0.0221158771428475,0.5722732037450473,0.922093358319662
376,WT,0.0205961761098728,0.4790330067908229,0.9143759751905498
381,WT,0.1070759940512948,0.9862275813629208,0.9928601696566568
407,WT,0.3061635451516902,1.1415317506351046,0.998771038081274
433,WT,0.0255912830582381,0.6148405197135692,0.9780442358534605
438,WT,0.0241349186374676,0.5960152161168786,0.946904325849384
453,WT,0.0144143153082319,0.2519917808289488,0.2592829574149893
469,WT,0.0083215606193261,0.5916657854565261,0.4674099517607196
490,WT,0.0155633528182983,0.3997176488286391,0.871792681835851
502,WT,0.0315000341496765,0.6103639974728485,0.9424840206419142
